,context
43,샤오미 미밴드 미밴드시어머니 드릴려고 샀다가 내게 온 ㅋㅋㅋ개시는아드님이 시계생겼다 ㅋㅋㅋㅋㅋㅋ
44,새벽운동일차  턱걸이  회  푸쉬업  회    회  레그레이즈  회    회  플랭크  분초    분 초  달리기   분초평균속도 분초 월목표 분대 진입  아침식사  아웃백빵  우유  참외  토마토  사과  아이스아메리카노  명작수  조언부탁드려요새벽운동 푸쉬업 플랭크 자기계발 몸짱 달리기 운동장 마라클모닝 할수있다 팔굽혀펴기 미밴드 아침 모닝루틴 근육 아침식사 방울토마토 구운계란 명작수 응원합니다 멋진 운동 으아아아아씨드님 오늘도 화이팅입니다 문뜩 올 연말에는 완전 모델로 변신하시겠다생각이 드네요멋지세요
45,미라클모닝 일 기상시간   수면점수 점 미온수 한 잔 원샷꾸준함이 모든 것을 이긴다꾸준함은 절대 배신하지 않는다꾸준함이 나를 만든다 새벽이 나를 만든다꾸준함이 답이다졸꾸하자졸도할정도로 꾸준하게꾸준함은 나의 무기천천히 하지만 꾸준하게나는야 꾸준러하기 싫어도 시스템에 몸을 맡기자기다려지는 새벽 설레이는 새벽열정은 불같이 의지는 물같이 불길처럼 활활 타오르는 열정을 갖되 물길처럼 끊임없이 흐르는 끈기를 지니자멈추지 않는 한 반드시 변화는 일어난다미라클모닝 새벽기상 아침 공복 물한잔 아침루틴 모닝루틴 미온수 미밴드 수면 일어나 새벽 물한잔 꾸준함 월요일 안녕하세요 기분좋은 아침입니다 월요팅 행복한 월요일 되세요 분위기가 너무 좋아요
46,어제 먹은 디저트 불태우기 미밴드
47,내 미밴드 왜 거기 누워있니잃어버릴뻔 했지만 바로 가서 주움 ㅋㅋㅋ저래서 전에 한번 잃어버렸었지집에가자 밴드 샤오미밴드 미밴드 잃어버렸다찾음
48,미라클모닝 일 기상시간   수면점수 분 근데 이상하다 시분쯤 잤는데 미밴드는 시부터 잔걸로 인식됐다근데 점수는 더 안나옴ㅠㅠ 미온수 한 잔 원샷꾸준함이 모든 것을 이긴다꾸준함은 절대 배신하지 않는다꾸준함이 나를 만든다 새벽이 나를 만든다꾸준함이 답이다졸꾸하자졸도할정도로 꾸준하게꾸준함은 나의 무기천천히 하지만 꾸준하게나는야 꾸준러하기 싫어도 시스템에 몸을 맡기자기다려지는 새벽 설레이는 새벽열정은 불같이 의지는 물같이 불길처럼 활활 타오르는 열정을 갖되 물길처럼 끊임없이 흐르는 끈기를 지니자멈추지 않는 한 반드시 변화는 일어난다미라클모닝 새벽기상 아침 공복 물한잔 아침루틴 모닝루틴 미온수 미밴드 수면 일어나 새벽 물한잔 꾸준함 일요일 안녕하세요 기분좋은 아침입니다 행복한 일요일 되세요 반갑습니다 좋은 아침입니다  음 시간보다 정말 수면의 질이 중요한가봐여  굿모닝이에요 자주 그런건 아닌데 제 갤워치는 안자도 수면으로 잡힐때가 있어요 폰을 한다거나 영상 보고있으면 심박이 되게 서맥이 되나봐요 그걸 수면중으로 인식하더라구요 아마 미밴드도 그런이유로 시에 수면으로 인식한게 아닐까요 저는 어제는 시간미만인데도 점이예요
49,공복운동 빅시스홈트 분짜리
50,월매일러닝 일차 회 완료월에 시작한 매일러닝 한달결산월누적 월걷기거리   하루평균보 얼마안되는거 같지만나를 테스트하기 위한 매일 도전이었다성공 아싸오늘 나는 작은성공을 해냈다 월은 매일러닝 도전한다를 고민했지만 차근차근 해보고 싶다할 수  있어 알로하 리그램   님 피드에  장마철챌린지 인증 하세요매일러닝 매일운동 월매일러닝도전러닝  나이키런  미밴드 대단하세요 울 알로하님도 개근 크레이님과 알로하님 두분 다 개근 개근상 줘라 개근상 획득 와 진짜 부지런하고 꾸준한 알로하님 게다가 지치지않는 열쩡 배울게 많네요 월도 멋진 모습 기대하겠습니다 화이팅 매일  응원합니다   드립니다  다이어트엔 러닝이 갑입니다효 월도힘내 할수있어 운동하는삶 신나게하자 와 월 누적 걸음 수가 인가요엄청나요  저한텐 엄청 커보이는데요 역시 꾸준함의 힘은 아무도 못 따라가는 것 같아요 알로하님 진짜 해내셨네요 월도 화이팅입니다 매일운동 매일도전 멋져 요기야 요기ㅋㅋㅋ
51,쩡다이어리 정말 눈깜짝할 사이에 지나간 년 월이네요코로나가 한풀 꺾일줄 알았는데 다시 시작했고역시나 더운 여름이 찾아왔지만그럼에도 불구하고 저에게는꾸준하게 만보걷기와 키로 러닝에 도전했던 의미있는 년 월 이었습니다년 월 일 부터 시작한 만보걷기꾸준한 상승 그래프 칭찬한다 나자신아년 월 일 첫 러닝키로  뛴거니 걸은거니키로 대 대 에서 오늘 로 마무리 했습니다일이 기대 되는걸내 젊은 날의 기록 월로 종료하고월부터는 년 프로젝트로 새로 시작합니다나 찾아봐라ㅋ나이키런 만보걷기성공 캐시워크 미밴드 운동스타그램 말고 일상스타그램 으로전환어제의나보다조금더나은오늘의나  멋있어요 기록은 꼭 필요한거 같아요 진짜멋져요 언니 나도 기록을 해보고 싶은데 매일 내일부터내일부터 도전해볼게요 걸음수 대에박 진짜 열심히 걸었다 첫 화면 점프사진들 넘 귀여워 나도 점프샷 좀 찍어볼까해 저것만해도 살 빠지겠어 암튼 고생했다 허 저 살빠지는 순서요 저건 젊은 사람 해당인거 같아요  넘으니 얼굴 먼저 그리고 허벅지 빠지더라구요 근육 빠지면서 팔은 안빠져요 ㅠㅠ
52,새벽운동일차  턱걸이  회  푸쉬업  회    회  레그레이즈  회    회  플랭크  분초    분 초  달리기   분초 월  달리기 끝 내일부터는  아침식사  여채샐러드  그래놀라  우유  참외  바나나  사과  아몬드  땅콩  아이스아메리카노  명작수  오늘은 배터지게 먹자ㅋㅋㅋ 조언부탁드려요새벽운동 푸쉬업 플랭크 자기계발 몸짱 달리기 운동장 마라클모닝 할수있다 팔굽혀펴기 미밴드 아침 모닝루틴 근육 아침식사 방울토마토 구운계란 명작수  정말대단하세요 멋지십니다 전 어제 쉬고 주말 운동합니다
53,주말산행오랜만에  님과 함께 집앞에 있는 산에 다녀왔어요 정상에서  로 영양보충산행만으로 거의 천보ㅋ 달성했네요집에 오니 만보네  이사진을 찍을껄ㅋ미밴드  애플워치 갖고싶은데 고장이 안나네요 ㅋㅋㅋㅋ 물욕이 올라오고있으나 참아야겠죠 걸음수 체크는 잘되니까 기본에충실하자오늘도 즐겁고 행복한 하루 보내세요주말산행 앞산 칠보산 미밴드 애플워치 물욕 좋습니다 주말 만보 미션 굿굿  미밴드와 애플 워치를 위해 분실을해보시는게 대박 실천력 대단대단 멋짐요
54,미라클모닝 일 기상시간   수면점수 점 미온수 한 잔 원샷꾸준함이 모든 것을 이긴다꾸준함은 절대 배신하지 않는다꾸준함이 나를 만든다 새벽이 나를 만든다꾸준함이 답이다졸꾸하자졸도할정도로 꾸준하게꾸준함은 나의 무기천천히 하지만 꾸준하게나는야 꾸준러하기 싫어도 시스템에 몸을 맡기자기다려지는 새벽 설레이는 새벽열정은 불같이 의지는 물같이 불길처럼 활활 타오르는 열정을 갖되 물길처럼 끊임없이 흐르는 끈기를 지니자멈추지 않는 한 반드시 변화는 일어난다미라클모닝 새벽기상 아침 공복 물한잔 아침루틴 모닝루틴 미온수 미밴드 수면 일어나 새벽 물한잔 꾸준함 토요일
55,몸뚱아리중에 유일하게 부지런한 호르몬이 열일하는 바람에  평소의 절반정도밖에 운동하지 못했네요 토일월화 복근 쉬었다고 바로 사라진거 진짜 너무한다고 생각함니다    호르몬 열일  멈춰 헬스장을 아파트 헬스장으로 바꿨는데 여기는 맨몸운동을 위한 공간이 꽤 넓어서 홈트 대신 가서 하기로 했어용   사설헬스장보다 시설은 정말 별로지만 가까운게 최고 아니냐구요 ㅎㅎ  데드리프트       렛풀다운    스탠딩 케이블로우    버터플라이    플랭크  사이드플랭크 씩 플랭크 위드 힙딥   크런치  다리 들고 크런치  리버스 크런치  다리 들어올리기  바이시클 크런치  운동 운동스타그램 헬스 헬스타그램 헬린이 헬생아 운동맞팔 운동소통 운동소통환영 운동계정맞팔 운동하는여자 운동하는남자 운동하는대학생 운동하는휴학생 미밴드 년생 살 운동하는살 운동일기 운동기록 운동일지 운동하자 운동복 운동소통 헬스녀 헬스타 호르몬의노예 호르몬열일멈춰 멋지십니다 운동소통해요 선팔 하고 갑니다 안좋은 컨디션에도 운동하시는모습 멋지세요 오늘하루 수고하셨어요 우와 멋져요
56,두달만에 중국에서 배타고 왔다앞으로 유용하게 써야지아내꺼 하나 내꺼 하나저렴하게 구매해서 한글패치 완료샤오미 미밴드 미밴드 가성비 스마트워치 오늘 도착 아내꺼 내꺼 사이좋게 두개 신혼 신혼부부 웅밥국밥하우스  오잉 미밴드 좋은가요 살까말까 고민둥인데 소통해요오 중국시져시져 미밴드 가성비 최고죠 ㅋㅋ 저도  애용중
57,예뻐지는시간 밀리터리룩 데일리룩 패션 오오티디 피부관리스킨케어 피부미인 일상 패션스타그램라임색 그래도관리중 빈티지헐리우드 샤오미미밴드 미밴드 야상 밀리터리블루          앗  ㅎㅎ  고개 기웃  제게는 항상 곱기에 따로 시간이 필요없는데에  엇 샤오미미밴드 간지  입술이가더더 이뻐지셨는데영 이미지가 좋으신데 피부미용다이어트쪽 관심분야시거나 스킨케어에 관심 있으시면 미팅가능할까요 피부체험풀관리와 신제품 맞춤형화장품 미팅 해드릴께요후기 부탁드려요 톡주세요  피부고민해결해드릴께요   시간이 되어서 예쁘신가요 늘 볼 때마다 예쁘시고 매력적인뎅 ㅎㅎㅎ  좋아요    아고 감사해여
58,집에 도착해서보니 나의 미밴드 걸음수 줌바 에서 얼마나 깨작깨작 스텝 밟았으면 하기전 보 하고나서 보 대박이다줌바계의여신 에게 한 수 지대로 배움샤워하는 내내 스텝 회상중 감사요  초이쌤 하루운동시간 시간분 즐겁게하니시간이아쉬웠음 오늘꿀잠자겠다 열독해야지 독서는나의힘 운동도나의힘 내머리는살찌우고내몸은근육으로찌우고 증량 근육량늘리기 감사한하루 독서후푹자자 재밌는책들이많아요 운동하는플로리스트 운동하며꽃파는여자 소녀의비밀정원 위대한일실천 매일이위대하다 매일이즐거워 내일은뭐입지 룰루랄라 하을이네 홀  저도 이거 삿뉸데 ㅋㅋㅋㅋ 전화 알람도 울려서 넘 좋아용  ㅋㅋㅋㅋ 줌바 중독성있지 ㅋㅋㅋ 나두 좀전에 집에옴  나 금방 내 미밴드보고 깜놀 ㅎㅎㅎ
59,나는 미밴드 채워주고남편씨 본인은 갤럭시액티브 면세점서 사셨단다출장  댕겨오믄 저녁마다 운동가라고채찍질할거야 기대하라구 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ  갭 차이가 너무 나는데요 ㅋㅋㅋㅋ 바꿔ㅋㅋㅋ 면세 ㅋㅋㅋ 운동 맨날 하셔야할듯 ㅋㅋㅋ  어머 멋져요      럽스타인데요 너무 우끼네요 운동 더 열심히 하셔야겠어요 저도 미밴드 사용하는데 가성비 넘 좋아요ㅎㅎ 출장가는 남편 넘 부럽  ㅋㅋㅋㅋ 즤남편은 영원히 없을 출장ㅠㅠ ㅋㅋㅋㅋㅋ
60,미라클모닝 일 기상시간   수면점수 점 미온수 한 잔 원샷꾸준함이 모든 것을 이긴다꾸준함은 절대 배신하지 않는다꾸준함이 나를 만든다 새벽이 나를 만든다꾸준함이 답이다졸꾸하자졸도할정도로 꾸준하게꾸준함은 나의 무기천천히 하지만 꾸준하게나는야 꾸준러하기 싫어도 시스템에 몸을 맡기자기다려지는 새벽 설레이는 새벽열정은 불같이 의지는 물같이 불길처럼 활활 타오르는 열정을 갖되 물길처럼 끊임없이 흐르는 끈기를 지니자멈추지 않는 한 반드시 변화는 일어난다미라클모닝 새벽기상 아침 공복 물한잔 아침루틴 모닝루틴 미온수 미밴드 수면 일어나 새벽 물한잔 꾸준함 토요일 꾸준함 멋지세요 화이팅 오늘도 굿모닝이에용
61,두 번 운동한 날은 스트레칭 쉬고 싶은데 운동 쉬고 싶은데 박하을 다이어트땜같이한다 미밴드 결과  먹은 양은 넘고 기초대사량 니 결국  뺀건가 먹기는 참 쉬운데 운동은 여전히 힘들다요 운동 끝나니 세탁기에 운동복 다 돌아갔네 여전히 끝나지 않는 일 이제 씻자뚱띠야 하을이네 모녀운동 하을아키만크거라 다이어트 달밤에체조 ㅎㅎㅎㅎ하을아 빤쓰바람의 하을이 기초대사량ㅠ 부러워요 전 기초대사량이ㅠ 천을못넘어요ㅠㅠ 휴ㅠ 울둘째다이어트를위해  저도 울둘째도 운동해야하는데ㅠ 오늘도 피드보며 반성합니다 땡실땡실 귀여브래이ㅎㅎ 지도 운동한다꼬 딸아이 하을이 넘 귀여움 하을이 표정보ㅏ ㅋㅋㅋㅋ 하을이 너무 귀여워요 하을아 ㅋㅋㅋㅋ멋지다 ㅋㅋㅋㅋㅋ
