,내용,등록일
34,제가 공부할 때 필기를 태블릿으로 하는데요얼마전까지 s6lite를 쓰다각 에어4로 넘어갔어요아이패드 한번 써보고 싶더라고요s6lite가 확실히 렉이 잘 걸리기도 했어서 그게 좀 불편했었어요어플은 그대로 노트쉘프 써요  느낀점 생각나는데로 써보자면1 갤탭보다 에어4가 더 화면이 크다보니 확실히 한 페이지 안에 에어4가 더 많이 들어가요2 애플펜슬이 필압이 생각보다 너무 인식이 잘되서 생으로 실리콘 팁으로 마스킹 테이프 이렇게 다 써봤는데마스킹 테이프가 가장 나은 것 같아요3 펜 굵기 조절이 갤탭은 정해져있고 에어4가 좀 더 자유로운데 이게 은근 복잡해요4 자주쓰는 펜 굵기와 종류 및 색 조절은 갤탭이 훨씬 편하다갤탭의 경우 자주쓰는거 설정해놓으면 굵기 숫자까지 나와있었는데 아이패드의 경우 단순히 미니 바 모형으로만 존재하고 굵기 숫자는 안나와있어서 조금 헤매요5 아 갤탭으로 필기할 때라미펜 썼어요 갤탭엔 역시 라미펜이 좋아요6 도형 버튼 정해놓고 도형 그릴 때 미세한 범위의 그림은 갤탭이 좀 더 인식을 잘해요7 갤탭 노트쉘프가 가격이 더 싸요 삼천얼마였었나 아이패드는 만원좀 넘었던 것 같아요8 갤탭에는 있는지는 기억이 잘 안나는데 텍스트로 변환기능이 생각보다 편리해요 인식도 잘 되네요 언어 먼저 다운받아야 합니다 갤탭에서는 이유는 잘 모르겠는데 다운이 계속 안되서 포기했던 기억이9 아이패드쪽이 노트쉘프는 좀 더 기능이 많아요10 에어4가 확실히 렉이 덜 걸려요11 에어4가 노트 스킨이 좀 더 다양하게 있어요12 갤탭의 경우 베젤 근처부분은 인식아 안되었었는데 에어4는 인식이 돼요13 에어4 에어펜슬의 갈고리현상은 조오금 짜증이 납니다만 그렇게 신경쓰이지는 않아요 그냥 마스킹테이프 좀 닳았다싶으면 대충 잘라주고 다시 돌돌말아요 갤탭은 그냥 팁 새로 교체해주면 됬었는데 아시다시피 애플펜슬 팁은 가격이 창렬이니 14 똑같은 노트 스킨을 쓰는데 갤탭쪽이 좀 더 노랗네요15 필기감은 가성비생각하면 갤탭이 좀 더 나아요 16 에어 4에서는 갤탭과 달리 북마크 이름설정은 썸네일에서만 가능하고 리스트에서는 불가능해요개쓰잘데기없고 불편함17 에어4가 성능이 좀더 나은데 가격생각해서는 왜 갤탭에서 제공하는 기능들 몇몇개가 안되는지 이해가 안가네요18 에어4에서는 내용들 선택해서 자르는데 범위가 갤탭보다는 훨씬 커요 정말 편해요아 ios는 커맨드 키가 달라서 그거 좀 해멥니다 컨트롤 c컨트롤 v안될때 당황스로움캡스락 눌렀는데 언어가 변환되지 않나갤탭에서 워드작업할때 쓸수있던 기능들이 에어4에서 안될때 참 당황스럽네요갤탭 제가 가장 성능 낮은 것을 써서 사실 어떻게보면 비교하기가 좀 그런데저는 이거썼다가 에어4로 넘어온거에 대한 제 느낌을 적어본거니시비 갤탭7나 7쓰다가 넘어오시는 분들은 어떨지 잘 모르겠네요저는 갤탭 약 1년 쓰다가 넘어왔어요 갤탭을 필기  알바에서 문서작업  넷플용으로 썼고요갤탭 몇번 책상에 찧었는데 문제 딱히 없었어요아이패드는 현재 그냥 필기  넷플용으로만 쓰고 있어요애플케어 안들어서 좀 무섭네요  집에서만 쓰려고요 아이패드와 갤럭시 모두 영어로 설정해놓고 쓰는데 제가 갤탭 쓸 때 구글어시스턴트를 잘 안썻거든요 시리는 재미있어서 초반에 몇번하니까 재밌네요 근데 아이패드 하나 가져보니괜히 아이폰도 갖고 싶어서 중고나라에서 미개봉들 찾아보고 있어요사람마음이라는게 참 무섭네요 생태계 어쩌고 다들 이러는데 저는 핸드폰은 지금 고민중이고노트북은 현재 hp껄로 1년째 쓰는데 이거 다 쓰면 삼성 노트북으로 무조건 돌아갑니다맥북은 숫자키보드 없어서 불편해요핸드폰 a52 내놔라 삼성 a52못사니 그냥 다른 핸드폰 살가 고민하다가 지금 아이폰 12 프로 골드를 살까고민중이에요여튼 태블릿 하나 장만할까 고민하시는분들에게는가성비좋은 걸로 한번 써보시고 비싼거로 넘어가고싶다 싶을때 넘어오시는게좋을거같아요주변에 보면 사놓고 안쓰는 사람 수두룩하더라고요저는 매일 쓰니 큰결심하고 옮긴거라 근데 갤탭 매우 편합니다  갤탭쓸때는 모든게 다 가능하고 익숙하고 편했는데아이패드는 확실히 어려워요,2021.06.22. 08:23
35,이번에 카페회원분의 글을 보고갤럭시탭 S7 WIFI 모델 94만원에 구입했습니다현재 핸드폰은 S21 쓰고 있고 워치사용도 하고 있습니다원래 테블릿은 아이패드 미니5 쓰고 있었구요아이폰711 쓰다 갤럭시 S21로 넘어오면서 다 구입한건데클라우드는 확실히 애플이 잘 되어 있는것 같네요 동기화 적인 부분도 그렇고테블릿 구입자체는 큰 생산성을 바라고 구입한 제품이 아니라 단순 영상시청을 좀 더 쾌적하게 보고 간단한 필기 및 만화도 볼 용도로 샀습니다과분하긴 한데 한번 사면 보통 몇년은 쓰니 시원하게 사보자 해서 샀습니다확실히 영상보기엔 시원한 느낌이지만 단순히 누워서 보기엔 8인치 테블릿 보다 무게가 있어 불편하네요침대에서 쓸수있는 테블릿 거치대 하나 장만해야 겠습니다제품은 양품인듯 하고 사운드도 상당히 만족스럽습니다몇일간 더 써보고 사진과 함꼐 상세한 리뷰 남기도록 하겠습니다 ,2021.06.20. 00:46
36,저는 아이패드 129 도 쓰고 있습니다 그리고 제 개인적인 생각입니다 댓글로 질문 반박 환영  일단 갤럭시 휴대폰 유저이시면 갤탭 선택이 좋은듯 합니다 장점 1갤럭시 연동성사진전화 삼성노트  2멀티테스킹화면분할 덱스모드3필기감s펜이 전 더 좋더라고요4화면 oled  주로 비디오 보신다면 좋은 화면비  5나만의 환경 설정 가능 굿락 기타 등등6 킹성비비싼 편이지만 아이패드에 비해서 좋은 가격단점 1어플의 완성도 부족 ex 카카오톡 그냥 크기만 커짐 인터페이스가 개선필요 유튜브어플 2 생산성 있는 어플의 부족삼성노트도 좋아진건 사실이지만 다른 어플들이 너무 차이나요3 터치문제 멀티터치 오류 터치감이 너무 인위적입니다 손가락이 가기도 전에 공중에서 터치를 리듬게임을 못 한다는 분이 계실 정도4 pdf 문서 비율 pdf 파일을 보기엔 아이패드 비율이 더 좋습니다 어플도 굿노트가 넘사고요5 게임 어플 최적화  게임하려면 걍 아이패드 사시는게 맘편해요 터치랑 렉 등등 6 팜리젝션  필기할때 자꾸 손바닥을 인식해서 불편합니다 이것 저것 설정해도 그냥 아이패드보다 불편한건 사실입니다결론 본인이 필요한 용도에 사시면 됩니다 지갑 사정은 각자 알아서주로 영상 시청이나 멀티테스킹이 필요한 작업  갤탭pdf 필기나 생산성 있는 작업을 한다 or 게임 아이패드 갤럭시폰이다  갤탭 or 아이패드  용도에 맞게 갤럭시폰 유저도 아이패드랑  클라우드로 약간 연동가능아이폰이다  아이패드 아이폰인데 갤탭쓰는 건 비추합니다그리고 제 개인적인 생각입니다 댓글로 질문 반박 환영합니다,2021.06.18. 12:50
37,사진은 포터블 모니터에 노트북에 연결되었긴 한데평소에 탭에 모니터만 들고다니면서 덱스로 연결하면 테블릿 두대쓰는 느낌이고 진짜 좋네요모니터에 pdf나 인강키고 하면 진짜 효율 최상입니다,2021.06.17. 14:05
38,탭s5e를 이번에 구입했습니다중고로 wifi버전 구매했는데 테두리에 찍힘 있어 싸게 구매했네요20만원대 탭s 105 탭s84 탭프로84탭s2 탭s3 까지는 보유하고 있고 M3 8 4 M5 84 미패드4 노트프로탭A 2018 105까지 사용해봤습니다궁금하면 써봐야 하는탭s5e가 그렇게 가볍고 좋다고 하여 궁금해서 구매하게 되었습니다결론은 대박 만족입니다탭s3와 같은 emmc메모리라 버벅일줄알았는데 제가 쓰는 노트10과 앱구동속도는 차이가 별로없네요 그리고 스피커최곱니다M5 84도 좋은편이었데 음분리부터 출력까지 흠잡을때가 없네요탭s6 탭s7 탭 s7플러스까지 고민했는데 탭s7은 LCD라 패스했고 탭S6와 탭S7플러스는 제가 하드하게 사용하는 유저가 아니라 접었습니다사용용도가 펜은 전혀 사용하지 않고 누워서 영상보기가 80프로 인터넷검색 10프로 게임은 모바일레전드만 가끔하는 수준이라 저에겐 베스트입니다 저와 비슷한 패턴으로 사용하시는분들은 강추드립니다물론 여유있으시면 탭S6 탭S7플러스도 좋구요 ,2021.06.16. 12:22
39,필통에다 넣어놨는 데이렇게 꺾여져 있는 거 얼른 뺐습니다끊어져있지는 않아서 뺄 수 있었는 데만약 끊어졌다면 복잡해졌겠죠 뚜껑의 중요성을 알았습니다꺾여나간 펜촉이 아깝네요뚜껑 씌우면 뚜껑을 잃어버릴까봐안씌웠는 데 귀찮기도하고요저처럼 생각하셨던 분들도뚜껑 꼭 씌우세요다시 생각해보니평범한 연필도 저정도로 길면필통에 넣고 다닐 때 다 꺾이겠네요생각이 짧았습니다,2021.06.16. 02:13
40,순서는 산 순서대로  기본 s펜에 커버씌운 거였는데색깔도 다양해서 원하는 색깔선택할수있다는 장점이 있어요근데 저렇게 얇은 시트지한장 씌운것만인데필기감이 이상하더라고요필기할때 옆으로 살짝 눕히면 잘안써져요 디자인 자체는 예쁘나평소에 필기할때 옆으로 누워서 자주하시는 분이면 비추할게요 스테들러펜뒤에  지우개 기능 되는걸로 샀어요기본적으로 펜심을 5개정도 주는데 펜심이 정품펜심보다 조금더 얇아서 쓸만해요저기서주는 기본펜심을 s펜에 꽂아서 썼었습니다그리고 가장 큰 단점은 s펜 기능을 못쓴다는건데이건 어떤분에게는 장점이겠네요그래서 각잡고 필기할때만 사용했어요필기감은 이게 젤 좋았던거 같습니다아쉬운건 나무느낌이아니라 플라스틱 느낌이 좀 나는거랑가격이 좀 나가는게 단점이네요 이건 유투버 테크x님이 추천했던 실리콘 케이스 2탄이에요새로운 버전이 나온거 같더라고요나온지 얼마안됐어요그전 제품은 유투버님이 추천하는거 봤는데 디자인이 영 취향이아니라서 안샀는데이번에 나온건 귀염뽀짝해서 사봤습니다그래서 s펜 커버시트 벗기고 저거 끼웠는데시트벗기니까 드디어 누워서도 필기가 잘되네요지금도 좀 신기해요얇은 시트지인데 필기감에 이렇게 차이가있는지여하튼 말랑말랑 귀엽습니다  모아서 찍어봤어요하하라미s펜도 쓴적있는데그립감도 별로고 안예뻐서 바로 팔았습니다,2021.06.14. 01:04
41,공지는 코어인데 막상 뚜껑을 열어보니 그냥 31입니다 원래 코어면 설정에서 one ui core라고 명시되어있는데3번째사진이 그 예시 얘는 그냥 one ui네요 정말 이거만 해도 다행입니다 일단 엣지패널 기능 추가된게 제일 눈에 들어오네요 S펜 번역기는 여전히 없 ,2021.06.11. 00:24
42,갤탭 생산이 높을거야 필기도하고 공부도하고 좋을거같은데하는 등 정확하게 사용할 목적이 없다면 구매하시는걸 말리고싶습니다전 구매 후 유투부 등 영상보기용으로만 사용하게 되더라구요 한두푼 하는 기기도 아니고 잘 고민하시고 선택하시면 좋을거같습니다,2021.06.02. 11:54
43,갤탭 S7 5G삼성 임직원몰에서 구매했고 토요일29일에 배송 받았습니다북커버 강화유리 필름이 아직 없어서 배송 받은 첫날엔 간단하게 세팅하고 왓챠 밀리의 서재 가입했어요오늘은 키보드 커버네이비 혜택 신청하려고 잠깐 켰는데 화면이 저 지경이네요내일 서비스센터 방문 예정이긴한데 5G는 구입처에서 교환해야 한다는 말도 있고 삼성 멤버스에서 신청한 북커버 강화유리를 다시 반품해야 한다는 말도 있고 오늘 잠은 다 잤네요  휴떨어트린적 없고 혹시 몰라 박스에 넣어서 보관했습니다  ,2021.05.31. 00:26
44,오늘 탭s7플에 종이질감 부착했는데필기감 너무 좋네요필름 없을때 부족했던 부분 싹 사라졌어요원래 제 글씨체 그대로 나와줘서 너무 만족스럽네요,2021.05.27. 18:41
45, 갤캠스에서 S7 네이비 색상으로 구매하였습니다원래는 s6lite를 잘 사용하고 있었지만 펜 레이턴시도 그렇고화면이 조금 더 컸으면 한다는 아쉬움이 있었는데 네이비 출시소식에 살까말까 한참을 망설이다가 결국 한달 후에 사버렸네요이럴꺼면 빨리사서 아디다스 사은품이나 받을껄 그랬어요받아서 사용했는데 확실히 S6lite보다 엄청 빠릿빠릿하고 레이턴시도 확실히 준게 체감이 되서 완전 좋았어요 120hz도 한몫하여 이용하기에 너무 좋습니다 안드로이드 태블릿의 제일 최강자인 것은 맞는 것 같아요추가로 S7이랑 S7랑 고민을 진짜 많이 했었는데 가격적인 부분도 있고또 자주 들고 다닐 것 같은데 S7는 많이 커서 무겁고 불편할 것 같아 11인치 S7을 구매하였습니다 종종 누워서 넷플릭스도 보기 때문에 11인치 산것에 만족하며 쓰고 있습니다결론은 S7네이비 만족할 만한 제품입니다 다른 분들도 갤탭 잘 사용하시길 바랍니다,2021.05.26. 10:06
46, G에서 빅스마일데이 할인하기에 샀어요 미스틱 네이비 색상이구 LTE 제품으로 샀어요 어제 카페레서 사은품 문의하고 젤리케이스라도 안샀으면 큰일 날뻔했어요사은품 배송일이5월31일 이후더라구요 째뜬 잘써볼께요 궁금한거 있음 카페 들려서 물어보겠습니다,2021.05.22. 16:07
47,갤럭시탭S7플러스 네이비 512G  SMT975 512G                   갤럭시탭 S6Lite 64G LTE를 가지고 있었습니다 구입 초반부터 버벅임과 싸우다가 당근마켓을 통해서 냅다 팔아버리고 이번 빅스마일데이에 동참을 했습니다 11인치냐 124인치냐를 고민하다가 역시 태블릿이건 티비건 거거익선이라는 생각에 124인치의 갤럭시탭S7를 구입했습니다       사실 6월에 나올 예정이라는 루머 가득한 갤럭시탭S7Lite를 기다려볼까했지만 루머 상 ram이 4g라고 해서 뒤도 안돌아보고 갤럭시탭 중에 가장 비싼 갤럭시탭S7 플러스를 구입했습니다12개월 무이자 할부로                      중요한 건 가격 옥션 빅스마일 데이21년 5월 11일 구입에 쿠폰 받아서 1079360원에 구입을 했습니다 사전 예약보다 훨씬 저렴한 삼성의 이상한 판매전략하긴 사전예약땐 아디다스 운동화도 주고파우치도 주고저는 필요없었습니다만빅스마일데이 최고                      Seal을 뜯을 때의 설레임이란 정말 쾌감 느끼는 순간입니다 참고로 빅스마일 데이로 배송이 늦을 줄 알았는데 11일 주문하고 다음날 12일 도착을 했네요 엄청 빠른 배송에 놀랐습니다                      저는 스마트폰 개봉보다 태블릿 개봉이 더 설레이는데요 아무래도 박스가 커서 그런 듯 합니다                      미스틱 네이비 512GB라고 표시되어 있습니다 제조년월이 21년 4월이라 정말 따끈한 단말 자급제용 태블릿입니다                      갤럭시탭S7의 박스를 열어봅니다 부직포에 잘 감싸져 있는 태블릿을 보니 기분이 금새 좋아집니다                               갤럭시탭s7플러스 본체를 빼고 보니 부속품들이 보이는데요 Spen 사용설명서 유심단자 핀 충전기와 케이블입니다                               315mm의 대각선 길이가 보여주듯 실제 처음 접한 갤럭시탭s7는 크다라는 인상이 확실히 강했습니다 부직포에 Spen 부착하는 방법이 그려져있습니다                      S펜을 먼저 만져보는데 갤럭시탭S6라이트의 펜과 크게 차이는 없어 보였는데요 다른 점은 충전하여 사용하는 방식과 미세하게 조금 무겁다 느꼈습니다 아무래도 블루투스 에어 제스쳐 기능 덕분에 그리 느낀 것 같습니다                      옥타코어 프로세서를 탑재한 갤럭시탭S7플러스의 전면부입니다 크기는 1850세로 x 2850가로 x 57두께mm 무게는 575g입니다 더 나은 기술력이 있겠지만 베젤은 더 이상 줄일 수 없는 것 같습니다 갤럭시탭S6라이트와 비교해볼 때 베젤의 크기는 크게 줄지 않은 모습입니다 하지만 28001752WQXGA 슈퍼 아몰레드 디스플레이라 눈이 즐거울 것 같습니다    RAM 12GB ROM은 512GB입니다 외장 메모리는 최대 1TB의 microSD 장착이 가능합니다 저는 512GB가 있는지라 그걸 사용할 예정입니다                       후면엔 Spen을 부착하는 검은 면이 보이고 그 위 카메라가 보입니다 네이비 색상이 은은한 게 마음에 듭니다                       아랫면엔 키보드 케이스와 연결하는 단자로 보입니다 키보드 케이스를 구입했으니 택배가 오면 사용해봐야겠습니다                      AKG 스피커를 사용한다는 Sound by AKG가 보이네요 4개의 스피커에 돌비 애트모스로 블루투스 스피커를 사용하지 않아도 넷플릭스 감상할 때 몰입할 것 같습니다                       아랫면 C타입 단자가 있습니다 그리고 스피커가 2개 위치해있고 다만 아쉬운 점은 이어폰 단자가 없다는 점입니다 블루투스 이어폰을 메인으로 사용하긴 하지만 그래도 유선 이어폰이나 헤드폰을 사용하기에 아쉬움이 남습니다                      윗면에도 스피커가 2개 위치해있습니다 카툭튀 덕분에 꼭 케이스를 사용해야 할 것 같습니다                      메인 카메라는 130MP  50MP 전면 카메라는 80MP 동영상 녹화 시 4K 30fps가 가능합니다만 큰 태블릿이라 사진촬영을 얼마나 할지 의문이 들긴 합니다                       카메라가 있는 부분은 전원빅스비 볼륨조절 아래쪽엔 유심단자가 위치해 있습니다                         Spen을 부착해봅니다 마그네틱 소재 덕분에 착착 잘 달라붙습니다 S펜이 부착되면서 충전이 진행된다는 표시가 화면에 나타나네요 충전 방식의 Spen은 처음이라 신기합니다 제스쳐 기능을 얼마나 잘 사용할지는 모르겠지만 익숙해져야겠습니다 보면 볼수록 이번 태블릿 색은 참 잘 뽑았다라는 느낌입니다 본체와 Spen 모두 네이비 색상이 잘 조합된 듯 합니다                      태블릿을 켜봅니다 40정도의 배터리가 남아 있더군요 갤럭시탭S7플러스의 좋은 점은 10090mAh의 큰 용량을 가지고 있습니다 최대 45W 고속 충전기능을 지원하기에 충전은 걱정 없을 듯 합니다                      애플 제품을 사용하는 분들도 마찬가지겠지만 삼성 제품도 서로 스마트스위치로 데이터 전송이 잘되니 새로운 기기를 구입해도 전혀 걱정이 없습니다 설치를 시작해봅니다                               와이파이를 잘 못잡아서 케이블 연결로 갤럭시노트9와 연동하여 데이터를 입력했습니다 그나저나 갤럭시탭S7플러스 옆에 있으니 갤럭시노트9도 꼬꼬마가 되버리네요                      설정을 마무리하고 유심과 MicroSD를 장착해봅니다 앞면 뒷면에 장착을 한 후 다시 태블릿을 리셋해봅니다 알아서 유심 설정이 진행되버렸습니다 대리점 가서 기기변경을 해야하지만 정상 작동되니 당분간 이대로 사용해야겠습니다 정상적인 방식은 대리점 방문하여 기기 유심변경이 맞습니다                      갤럭시탭S7플러스는 HDR10 266PPI의 슈퍼 아몰레드 덕분인지 화질이 참 좋습니다 1610의 비율이 화면을 꽉 채우네요 눈이 편안합니다 자세히는 모르지만 Eye CareSGS인증획득로 눈을 보호한다고 하네요                               네이버나 다음 뉴스를 볼때도 큰 화면에 구독하기 편리하네요 104인치에서 124인치로 업그레이드 되니 세상 만족스럽습니다                                제스쳐 동작은 연습만 해봤지만 Spen 사용 시에도 연필을 사용하는 듯 부드럽습니다 특히 실제 연필을 만지듯 슥슥슥 하는 소리가 더욱 마음에 들었습니다 Spen은 상당히 많이 사용할 듯 합니다                       넷플릭스 불꽃소방대를 시청해봤습니다 매끄러운 화면의 움직임이 만족스러운데요 최대 120Hz의 주사율 덕에 민첩한 화면 전환이 느껴집니다 빠르게 움직이는 화면은 게임을 하기에도 좋을 것 같습니다 아직은 신상품이라 아까우니 게임은 조금 천천히 설치할 예정입니다                       마지막으로 개봉기는 갤럭시노트9와의 비교 샷입니다 스펙상 124인치와 64인치의 차이인데 그 배 이상으로 보여지네요 지하철에서 어찌 들고 다니면서 볼지 스마트링을 뒷면에 장착해야할지 고민이 많은 하루입니다      개봉기는 여기서 끝입니다 계속 사용하면서 사은품인 정품케이스 모나미 S펜 11만원에 구입한 키보드케이스를 리뷰할 때 겪은 점들을 더 나열해보려고 합니다 현재까진 화면이 너무 커서 지하철에서 어떤 형식으로 볼까라는 고민 빼곤 모두 만족스러운 상황입니다      비싼 돈을 주고 산 태블릿 진정 만족하면서 사용해야겠습니다                       번외 21년 5월 갤럭시탭S7플러스 구입혜택 및 스펙사양                                  이번 갤럭시탭S7플러스 네이비를 구입하면 혜택이 있는데요 정품 북커버한정판 모나미S펜이 무료 그리고 정품 키보드 커버가 50할인되어 110000원에 구입이 가능합니다 그리고 삼성케이 플러스도 무료 6개월 이용이 가능해서 바로 등록해버렸습니다   그외 왓챠 6개월 유튜브 프리미엄 4개월 밀리의 서재 3개월 등등 여러 혜택이 가득하네요 그리고 판매점인 엠피나비에선 상품후기 작성할 때 해피머니 1만원 증정행사까지 해서 꼭 빅스마일데이 때에 구입했어야했네요                                              블로그가 추억의 공간이 확실한게 나중에 갤럭시탭S7플러스를 잘 사용하다가 성능이 궁금할 땐 제가 작성한 개봉기를 보면 대략 내용을 알수가 있습니다 위의 스펙을 캡쳐한 것도 그런 의미라 남겨봅니다 몇개월 지나 분명히 찾아볼게 뻔하니까요 절 위한 갤럭시탭S7플러스의 스펙입니다,2021.05.21. 08:53
